CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,972,EL AL ISRAEL AIRLINES,2024-02-04T15:15:00,2024-02-04T15:21:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
6H,886,ISRAIR AIRLINES,2024-02-04T14:50:00,2024-02-04T15:25:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
U8,108,TUS AIRWAYS,2024-02-04T15:00:00,2024-02-04T15:27:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,552,EL AL ISRAEL AIRLINES,2024-02-04T13:45:00,2024-02-04T15:29:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
IZ,816,ARKIA  ISRAELI  AIRLINES,2024-02-04T15:35:00,2024-02-04T15:35:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
IZ,772,ARKIA  ISRAELI  AIRLINES,2024-02-04T15:50:00,2024-02-04T15:39:00,A,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,,,LANDED,נחתה
LY,2372,EL AL ISRAEL AIRLINES,2024-02-04T15:35:00,2024-02-04T15:48:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
SK,3154,SAS,2024-02-04T15:35:00,2024-02-04T15:48:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,346,EL AL ISRAEL AIRLINES,2024-02-04T16:00:00,2024-02-04T15:56:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
TO,3451,TRANSAVIA FRANCE,2024-02-04T15:35:00,2024-02-04T16:00:00,D,ORY,PARIS-ORLY,פריס,PARIS,צרפת,FRANCE,3,1-4,A,DEPARTED,המריאה
LY,343,EL AL ISRAEL AIRLINES,2024-02-04T15:55:00,2024-02-04T16:07:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,34-55,B,DEPARTED,המריאה
SK,3191,SAS,2024-02-04T15:55:00,2024-02-04T16:07:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,34-55,B,DEPARTED,המריאה
LY,382,EL AL ISRAEL AIRLINES,2024-02-04T16:00:00,2024-02-04T16:09:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
SK,3184,SAS,2024-02-04T16:00:00,2024-02-04T16:09:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
IZ,295,ARKIA  ISRAELI  AIRLINES,2024-02-04T16:00:00,2024-02-04T16:13:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,16-19,A,DEPARTED,המריאה
LY,2522,EL AL ISRAEL AIRLINES,2024-02-04T16:25:00,2024-02-04T16:13:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
AF,963,AIR FRANCE,2024-02-04T15:55:00,2024-02-04T16:17:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,20-25,A,DEPARTED,המריאה
LX,252,SWISS INT`L  AIRLINES,2024-02-04T16:10:00,2024-02-04T16:21:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
LY,5284,EL AL ISRAEL AIRLINES,2024-02-04T16:30:00,2024-02-04T16:30:00,A,GNB,GRENOBLE-SAUNT GEOIRS,גרנובל,GRENOBLE,צרפת,FRANCE,3,,,CANCELED,מבוטלת
6H,048,ISRAIR AIRLINES,2024-02-04T16:30:00,2024-02-04T16:38:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
AM,7865,AERO MEXICO,2024-02-04T16:15:00,2024-02-04T16:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
AR,7857,AEROLINEAS ARGENTINAS S.A.,2024-02-04T16:15:00,2024-02-04T16:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
B6,6457,JETBLUE AIRWAYS CORPORATION,2024-02-04T16:15:00,2024-02-04T16:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
DL,7432,DELTA AIRLINES,2024-02-04T16:15:00,2024-02-04T16:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
LY,011,EL AL ISRAEL AIRLINES,2024-02-04T16:15:00,2024-02-04T16:40:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
LY,358,EL AL ISRAEL AIRLINES,2024-02-04T16:05:00,2024-02-04T16:42:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
OS,858,AUSTRIAN AIRLINES,2024-02-04T15:40:00,2024-02-04T16:44:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,26-33,A,DEPARTED,המריאה
IB,2393,IBERIA,2024-02-04T16:40:00,2024-02-04T16:45:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,394,EL AL ISRAEL AIRLINES,2024-02-04T16:40:00,2024-02-04T16:45:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,363,EL AL ISRAEL AIRLINES,2024-02-04T16:15:00,2024-02-04T16:46:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,34-55,B,DEPARTED,המריאה
LO,154,LOT POLISH AIRLINES,2024-02-04T16:10:00,2024-02-04T16:50:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,5-7,A,DEPARTED,המריאה
6H,561,ISRAIR AIRLINES,2024-02-04T15:50:00,2024-02-04T16:55:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,G5-G8,G,DEPARTED,המריאה
6H,662,ISRAIR AIRLINES,2024-02-04T15:50:00,2024-02-04T16:56:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
IZ,414,ARKIA  ISRAELI  AIRLINES,2024-02-04T17:20:00,2024-02-04T16:57:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
U8,109,TUS AIRWAYS,2024-02-04T15:55:00,2024-02-04T16:58:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,G1-G4,G,DEPARTED,המריאה
IZ,821,ARKIA  ISRAELI  AIRLINES,2024-02-04T16:30:00,2024-02-04T17:01:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G15-G18,G,DEPARTED,המריאה
LH,687,LUFTHANSA,2024-02-04T16:20:00,2024-02-04T17:08:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
SN,7174,BRUSSELS AIRLINES,2024-02-04T16:20:00,2024-02-04T17:08:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
UA,9123,UNITED AIRLINES,2024-02-04T16:20:00,2024-02-04T17:08:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,26-33,A,DEPARTED,המריאה
LY,338,EL AL ISRAEL AIRLINES,2024-02-04T16:50:00,2024-02-04T17:25:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
SK,3150,SAS,2024-02-04T16:50:00,2024-02-04T17:25:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
AM,7851,AERO MEXICO,2024-02-04T16:10:00,2024-02-04T17:27:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-55,B,DEPARTED,המריאה
LY,339,EL AL ISRAEL AIRLINES,2024-02-04T16:10:00,2024-02-04T17:27:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-55,B,DEPARTED,המריאה
SK,3151,SAS,2024-02-04T16:10:00,2024-02-04T17:27:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,34-55,B,DEPARTED,המריאה
LY,2373,EL AL ISRAEL AIRLINES,2024-02-04T16:40:00,2024-02-04T17:29:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,34-55,B,DEPARTED,המריאה
LY,5109,EL AL ISRAEL AIRLINES,2024-02-04T17:05:00,2024-02-04T17:31:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,34-55,B,DEPARTED,המריאה
LY,312,EL AL ISRAEL AIRLINES,2024-02-04T17:10:00,2024-02-04T17:32:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
IZ,161,ARKIA  ISRAELI  AIRLINES,2024-02-04T16:55:00,2024-02-04T17:41:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,12-16,A,DEPARTED,המריאה
LY,351,EL AL ISRAEL AIRLINES,2024-02-04T17:15:00,2024-02-04T17:44:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,34-55,B,DEPARTED,המריאה
LY,2367,EL AL ISRAEL AIRLINES,2024-02-04T17:10:00,2024-02-04T17:46:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,34-55,B,DEPARTED,המריאה
B6,6470,JETBLUE AIRWAYS CORPORATION,2024-02-04T18:15:00,2024-02-04T17:48:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7451,DELTA AIRLINES,2024-02-04T18:15:00,2024-02-04T17:48:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,118,EL AL ISRAEL AIRLINES,2024-02-04T18:15:00,2024-02-04T17:48:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
AM,7853,AERO MEXICO,2024-02-04T17:20:00,2024-02-04T17:53:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-55,B,DEPARTED,המריאה
LY,325,EL AL ISRAEL AIRLINES,2024-02-04T17:20:00,2024-02-04T17:53:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,34-55,B,DEPARTED,המריאה
LY,1008,EL AL ISRAEL AIRLINES,2024-02-04T18:20:00,2024-02-04T17:57:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
AM,7877,AERO MEXICO,2024-02-04T17:15:00,2024-02-04T17:58:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,DEPARTED,המריאה
LY,317,EL AL ISRAEL AIRLINES,2024-02-04T17:15:00,2024-02-04T17:58:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,34-55,B,DEPARTED,המריאה
AM,7866,AERO MEXICO,2024-02-04T17:10:00,2024-02-04T18:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
AR,7873,AEROLINEAS ARGENTINAS S.A.,2024-02-04T17:10:00,2024-02-04T18:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
IB,2396,IBERIA,2024-02-04T17:10:00,2024-02-04T18:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
LY,397,EL AL ISRAEL AIRLINES,2024-02-04T17:10:00,2024-02-04T18:00:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
LY,083,EL AL ISRAEL AIRLINES,2024-02-04T17:25:00,2024-02-04T18:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
QF,5018,QANTAS AIRWAYS,2024-02-04T17:25:00,2024-02-04T18:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
TG,4586,THAI AIRWAYS,2024-02-04T17:25:00,2024-02-04T18:05:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
AA,9266,AMERICAN AIRLINES,2024-02-04T17:50:00,2024-02-04T18:10:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
AM,7859,AERO MEXICO,2024-02-04T17:50:00,2024-02-04T18:10:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-02-04T17:50:00,2024-02-04T18:10:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
IB,2395,IBERIA,2024-02-04T17:50:00,2024-02-04T18:10:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,396,EL AL ISRAEL AIRLINES,2024-02-04T17:50:00,2024-02-04T18:10:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
IB,2390,IBERIA,2024-02-04T17:50:00,2024-02-04T18:11:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
LY,391,EL AL ISRAEL AIRLINES,2024-02-04T17:50:00,2024-02-04T18:11:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,34-55,B,DEPARTED,המריאה
LY,2523,EL AL ISRAEL AIRLINES,2024-02-04T17:45:00,2024-02-04T18:12:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,34-55,B,DEPARTED,המריאה
LX,253,SWISS INT`L  AIRLINES,2024-02-04T17:10:00,2024-02-04T18:16:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,26-33,A,DEPARTED,המריאה
6H,721,ISRAIR AIRLINES,2024-02-04T18:00:00,2024-02-04T18:26:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,G5-G8,G,DEPARTED,המריאה
BZ,703,BLUE BIRD AIRWAYS,2024-02-04T18:00:00,2024-02-04T18:31:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
6H,711,ISRAIR AIRLINES,2024-02-04T16:40:00,2024-02-04T18:34:00,D,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,G8-G11,G,DEPARTED,המריאה
LY,571,EL AL ISRAEL AIRLINES,2024-02-04T17:50:00,2024-02-04T18:36:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,34-55,B,DEPARTED,המריאה
LY,216,EL AL ISRAEL AIRLINES,2024-02-04T17:45:00,2024-02-04T18:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
SK,3162,SAS,2024-02-04T17:45:00,2024-02-04T18:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
IZ,822,ARKIA  ISRAELI  AIRLINES,2024-02-04T18:55:00,2024-02-04T18:51:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
LY,342,EL AL ISRAEL AIRLINES,2024-02-04T19:10:00,2024-02-04T19:21:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-02-04T18:00:00,2024-02-04T19:26:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,DEPARTED,המריאה
LY,383,EL AL ISRAEL AIRLINES,2024-02-04T18:00:00,2024-02-04T19:26:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,DEPARTED,המריאה
TP,8900,AIR PORTUGAL,2024-02-04T18:00:00,2024-02-04T19:26:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,34-55,B,DEPARTED,המריאה
BZ,704,BLUE BIRD AIRWAYS,2024-02-04T18:50:00,2024-02-04T19:41:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,G1-G4,G,DEPARTED,המריאה
LY,543,EL AL ISRAEL AIRLINES,2024-02-04T19:15:00,2024-02-04T19:54:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-55,B,DEPARTED,המריאה
6H,726,ISRAIR AIRLINES,2024-02-04T18:55:00,2024-02-04T19:54:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
IZ,162,ARKIA  ISRAELI  AIRLINES,2024-02-04T19:55:00,2024-02-04T20:01:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-02-04T19:50:00,2024-02-04T20:02:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G14-G18,G,DEPARTED,המריאה
AA,9259,AMERICAN AIRLINES,2024-02-04T20:00:00,2024-02-04T20:17:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
AM,7862,AERO MEXICO,2024-02-04T20:00:00,2024-02-04T20:17:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,324,EL AL ISRAEL AIRLINES,2024-02-04T20:00:00,2024-02-04T20:17:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
SK,3160,SAS,2024-02-04T20:00:00,2024-02-04T20:17:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,387,EL AL ISRAEL AIRLINES,2024-02-04T18:25:00,2024-02-04T20:52:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-55,B,DEPARTED,המריאה
SK,3183,SAS,2024-02-04T18:25:00,2024-02-04T20:52:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,34-55,B,DEPARTED,המריאה
AA,9260,AMERICAN AIRLINES,2024-02-04T21:05:00,2024-02-04T21:03:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,316,EL AL ISRAEL AIRLINES,2024-02-04T21:05:00,2024-02-04T21:03:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,5133,EL AL ISRAEL AIRLINES,2024-02-04T20:00:00,2024-02-04T21:21:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-55,B,DEPARTED,המריאה
6H,891,ISRAIR AIRLINES,2024-02-04T20:00:00,2024-02-04T21:23:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,12-15,A,DEPARTED,המריאה
6H,562,ISRAIR AIRLINES,2024-02-04T21:05:00,2024-02-04T21:32:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
LY,5108,EL AL ISRAEL AIRLINES,2024-02-04T22:05:00,2024-02-04T21:34:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
LY,974,EL AL ISRAEL AIRLINES,2024-02-04T21:45:00,2024-02-04T21:51:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
IZ,828,ARKIA  ISRAELI  AIRLINES,2024-02-04T22:15:00,2024-02-04T22:02:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
LY,5130,EL AL ISRAEL AIRLINES,2024-02-04T21:50:00,2024-02-04T22:02:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,LANDED,נחתה
IZ,296,ARKIA  ISRAELI  AIRLINES,2024-02-04T22:15:00,2024-02-04T22:09:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
IZ,282,ARKIA  ISRAELI  AIRLINES,2024-02-04T22:20:00,2024-02-04T22:12:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
LY,081,EL AL ISRAEL AIRLINES,2024-02-04T20:05:00,2024-02-04T22:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
QF,5020,QANTAS AIRWAYS,2024-02-04T20:05:00,2024-02-04T22:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
TG,4584,THAI AIRWAYS,2024-02-04T20:05:00,2024-02-04T22:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
VN,3298,VIETNAM AIRLINES,2024-02-04T20:05:00,2024-02-04T22:25:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,34-55,B,DEPARTED,המריאה
LY,084,EL AL ISRAEL AIRLINES,2024-02-04T22:50:00,2024-02-04T22:40:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
QF,5019,QANTAS AIRWAYS,2024-02-04T22:50:00,2024-02-04T22:40:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
TG,4585,THAI AIRWAYS,2024-02-04T22:50:00,2024-02-04T22:40:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
VN,3295,VIETNAM AIRLINES,2024-02-04T22:50:00,2024-02-04T22:40:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
6H,581,ISRAIR AIRLINES,2024-02-04T22:05:00,2024-02-04T22:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,15-18,A,DEPARTED,המריאה
RO,2153,TAROM - RUMANIAN AIR TRANSPORT,2024-02-04T23:20:00,2024-02-04T23:05:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
LY,328,EL AL ISRAEL AIRLINES,2024-02-04T23:10:00,2024-02-04T23:15:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
SK,3162,SAS,2024-02-04T23:10:00,2024-02-04T23:15:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
H7,457,HISKY,2024-02-04T22:00:00,2024-02-04T23:31:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,LANDED,נחתה
6H,712,ISRAIR AIRLINES,2024-02-04T22:30:00,2024-02-04T23:45:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,5134,EL AL ISRAEL AIRLINES,2024-02-04T23:10:00,2024-02-04T23:48:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,5110,EL AL ISRAEL AIRLINES,2024-02-05T00:35:00,2024-02-04T23:58:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
RO,2154,TAROM - RUMANIAN AIR TRANSPORT,2024-02-05T00:20:00,2024-02-05T00:23:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,19-21,A,DEPARTED,המריאה
6H,722,ISRAIR AIRLINES,2024-02-05T00:10:00,2024-02-05T00:26:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,572,EL AL ISRAEL AIRLINES,2024-02-05T00:20:00,2024-02-05T00:41:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
LY,364,EL AL ISRAEL AIRLINES,2024-02-05T00:35:00,2024-02-05T00:43:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
H7,458,HISKY,2024-02-04T23:00:00,2024-02-05T00:47:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,12-14,A,DEPARTED,המריאה
LY,356,EL AL ISRAEL AIRLINES,2024-02-05T00:35:00,2024-02-05T00:47:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,544,EL AL ISRAEL AIRLINES,2024-02-05T00:25:00,2024-02-05T00:53:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
AM,7875,AERO MEXICO,2024-02-05T00:45:00,2024-02-05T00:59:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,34-55,B,DEPARTED,המריאה
